,review_cleaned_text,sentiment
1018,"['hour', 'food', '4', 'table', 'restaurant', 'food', 'luke', 'warm', 'sever', 'run', 'like', 'totally', 'overwhelmed']",0
1019,"['bad', 'salmon', 'sashimi']",0
1020,"['combo', 'like', 'burger', 'fry', 'beer', '23', 'decent', 'deal']",1
1021,"['like', 'final', 'blow']",0
1022,"['find', 'place', 'accident', 'happy']",1
1023,"['like', 'good', 'quick', 'place', 'grab', 'bite', 'familiar', 'pub', 'food', 'favor', 'look']",0
1024,"['overall', 'like', 'place', 'lot']",1
1025,"['redeem', 'quality', 'restaurant', 'inexpensive']",1
1026,"['ample', 'portion', 'good', 'price']",1
1027,"['poor', 'service', 'waiter', 'feel', 'like', 'stupid', 'time', 'come', 'table']",0
1028,"['visit', 'hiro', 'delight']",1
1029,"['service', 'suck']",0
1030,"['shrimp', 'tender', 'moist']",1
1031,"['deal', 'good', 'drag', 'establishment']",0
1032,"['hard', 'judge', 'good', 'gross', 'melt', 'styrofoam', 'want', 'eat', 'fear', 'sick']",0
1033,"['positive', 'note', 'server', 'attentive', 'provide', 'great', 'service']",1
1034,"['frozen', 'puck', 'disgust', 'bad', 'people', 'register']",0
1035,"['thing', 'like', 'prime', 'rib', 'dessert', 'section']",1
1036,"['bad', 'food', 'damn', 'generic']",0
1037,"['burger', 'good', 'beef', 'cook', 'right']",1
1038,"['want', 'sandwich', 'firehouse']",1
1039,"['greek', 'salad', 'greek', 'dressing', 'tasty', 'pita', 'hummus', 'refreshing']",1
1040,"['order', 'duck', 'rare', 'pink', 'tender', 'inside', 'nice', 'char', 'outside']",1
1041,"['come', 'run', 'realize', 'husband', 'leave', 'sunglass', 'table']",1
1042,"['chow', 'mein', 'good']",1
1043,"['horrible', 'attitude', 'customer', 'talk', 'customer', 'enjoy', 'food']",0
1044,"['portion', 'huge']",1
1045,"['love', '...', 'friendly', 'server', 'great', 'food', 'wonderful', 'imaginative', 'menu']",1
1046,"['heart', 'attack', 'grill', 'downtown', 'vegas', 'absolutely', 'flat', 'line', 'excuse', 'restaurant']",0
1047,"['seafood', 'like', '5', 'string', 'pasta']",0
1048,"['salad', 'right', 'sauce', 'power', 'scallop', 'perfectly', 'cook']",1
1049,"['rip', 'banana', 'rip', 'petrified', 'tasteless']",0
1050,"['think', 'refill', 'water', 'struggle', 'wave', '10', 'minute']",0
1051,"['place', 'receive', 'star', 'appetizer']",1
1052,"['cocktail', 'handmade', 'delicious']",1
1053,['definitely'],1
1054,"['glad', 'find', 'place']",1
1055,"['great', 'food', 'service', 'huge', 'portion', 'military', 'discount']",1
1056,"['great', 'time', 'dos', 'gringos']",1
1057,"['update', '.....', 'second', 'time', 'amazing']",1
1058,"['food', 'apparently', 'hear', 'salt', 'batter', 'fish', 'chewy']",0
1059,"['great', 'way', 'finish', 'great']",1
1060,"['deal', 'include', '5', 'tasting', '2', 'drink', 'jeff', 'expect']",1
1061,"['good', 'rice', 'time']",1
1062,"['service', 'meh']",0
1063,"['30', 'min', 'milkshake', 'chocolate', 'milk']",0
1064,"['guess', 'know', 'place', 'suck', 'inside', 'excalibur', 'use', 'common', 'sense']",0
1065,"['scallop', 'dish', 'appalling', 'value']",0
1066,"['2', 'time', 'bad', 'customer', 'service']",0
1067,"['sweet', 'potato', 'fry', 'good', 'season']",1
1068,"['today', 'second', 'time', 'lunch', 'buffet', 'pretty', 'good']",1
1069,"['good', 'food', 'vegas', 'feel', 'cheat', 'waste', 'eat', 'opportunity', 'rice', 'company']",0
1070,"['come', 'like', 'experience', 'underwhelming', 'relationship', 'party', 'wait', 'person', 'ask', 'break']",0
1071,"['walk', 'place', 'smell', 'like', 'old', 'grease', 'trap', '2', 'eat']",0
1072,"['turkey', 'roast', 'beef', 'bland']",0
1073,['place'],1
1074,"['pan', 'cake', 'rave', 'taste', 'like', 'sugary', 'disaster', 'tailor', 'palate', 'year', 'old']",0
1075,"['love', 'pho', 'spring', 'roll', 'oh', 'yummy', 'try']",1
1076,"['poor', 'batter', 'meat', 'ratio', 'chicken', 'tender', 'unsatisfying']",0
1077,"['food', 'amazing']",1
1078,"['omelet', 'die']",1
1079,"['fresh', 'delicious']",1
1080,"['summary', 'largely', 'disappointing', 'dining', 'experience']",0
1081,"['like', 'sexy', 'party', 'mouth', 'outrageously', 'flirt', 'hot', 'person', 'party']",1
1082,"['hard', 'rock', 'casino', 'step', 'forward']",0
1083,"['good', 'breakfast', 'buffet']",1
1084,"['bye', 'bye', 'tip', 'lady']",0
1085,[],0
1086,[],1
1087,"['food', 'arrive', 'quickly']",1
1088,['good'],0
1089,"['cafe', 'serve', 'good', 'food']",1
1090,"['server', 'fantastic', 'find', 'wife', 'love', 'roasted', 'garlic', 'bone', 'marrow', 'add', 'extra', 'meal', 'marrow']",1
1091,"['good', 'thing', 'waiter', 'helpful', 'bloddy', 'mary', 'come']",1
1092,"['best', 'buffet', 'town', 'price', 'beat']",1
1093,"['love', 'mussel', 'cook', 'wine', 'reduction', 'duck', 'tender', 'potato', 'dish', 'delicious']",1
1094,['buffet'],1
1095,"['tigerlilly', 'fantastic', 'afternoon']",1
1096,"['food', 'delicious', 'bartender', 'attentive', 'personable', 'great', 'deal']",1
1097,"['ambience', 'wonderful', 'music', 'play']",1
1098,['trip'],1
1099,"['sooooo', 'good']",1
1100,"['real', 'sushi', 'lover', 'let', 'honest', 'yama', 'good']",0
1101,"['40min', 'pass', 'order', 'food', 'arrive', 'busy']",0
1102,"['fantastic', 'thai', 'restaurant', 'definitely', 'worth', 'visit']",1
1103,"['nice', 'spicy', 'tender']",1
1104,"['good', 'price']",1
1105,['check'],1
1106,"['pretty', 'gross']",0
1107,['atmosphere'],0
1108,"['kind', 'hard', 'mess', 'steak']",0
1109,"['like', 'look', 'sound', 'place', 'actual', 'experience', 'bit', 'disappointing']",0
1110,"['know', 'place', 'manage', 'serve', 'blandest', 'food', 'eat', 'prepare', 'indian', 'cuisine']",0
1111,"['bad', 'service', 'boot', 'worry']",0
1112,"['service', 'fine', 'waitress', 'friendly']",1
1113,"['guy', 'steak', 'steak', 'love', 'son', 'steak', 'good', 'bad', 'place', 'good', 'steak', 'eat']",1
1114,"['think', 'venture', 'far', 'away', 'good', 'sushi', 'place', 'hit', 'spot', 'night']",1
1115,"['host', 'staff', 'lack', 'word', 'bitches']",0
1116,"['bland', '...', 'like', 'place', 'number', 'reason', 'want', 'waste', 'time', 'bad', 'reviewing', '..', 'leave', '...']",0
1117,"['phenomenal', 'food', 'service', 'ambiance']",1
1118,['return'],0
1119,"['definitely', 'worth', 'venture', 'strip', 'pork', 'belly', 'return', 'time', 'vegas']",1
1120,"['place', 'way', 'overpriced', 'mediocre', 'food']",0
1121,"['penne', 'vodka', 'excellent']",1
1122,"['good', 'selection', 'food', 'include', 'massive', 'meatloaf', 'sandwich', 'crispy', 'chicken', 'wrap', 'delish', 'tuna', 'melt', 'tasty', 'burger']",1
1123,"['management', 'rude']",0
1124,"['delicious', 'nyc', 'bagel', 'good', 'selection', 'cream', 'cheese', 'real', 'lox', 'caper']",1
1125,"['great', 'subway', 'fact', 'good', 'come', 'subway', 'meet', 'expectation']",1
1126,"['seriously', 'solid', 'breakfast']",1
1127,"['good', 'bar', 'food', 'vegas']",1
1128,"['extremely', 'rude', 'restaurant', 'love', 'dine', 'weekend', 'vegas']",0
1129,"['drink', 'great', 'menu', 'suggestion']",1
1130,[],0
1131,"['waiter', 'helpful', 'friendly', 'rarely', 'check']",0
1132,"['husband', 'eat', 'lunch', 'disappointed', 'food', 'service']",0
1133,"['red', 'curry', 'bamboo', 'shoot', 'tasty']",0
1134,"['nice', 'blanket', 'moz', 'feel', 'like', 'cover', 'subpar', 'food']",1
1135,"['bathroom', 'clean', 'place', 'decorate']",1
1136,"['menu', 'change', 'food', 'quality', 'service', 'extremely', 'slow']",0
1137,"['service', 'little', 'slow', 'consider', 'serve', '3', 'people', 'server', 'food', 'come', 'slow', 'pace']",0
1138,"['2', 'thumb']",0
1139,"['watch', 'waiter', 'pay', 'lot', 'attention', 'table', 'ignore']",0
1140,"['fiancé', 'come', 'middle', 'day', 'greet', 'seat', 'right', 'away']",1
1141,"['great', 'restaurant', 'mandalay', 'bay']",1
1142,"['wait', 'minute', 'vain']",0
1143,"['crostini', 'come', 'salad', 'stale']",0
1144,"['highlight', 'great', 'quality', 'nigiri']",1
1145,"['staff', 'friendly', 'joint', 'clean']",1
1146,"['different', 'cut', 'piece', 'day', 'wonderful', 'tender', 's', 'flavor']",1
1147,"['order', 'voodoo', 'pasta', 'time', 'excellent', 'pasta', 'going', 'gluten', 'free', 'year', 'ago']",1
1148,"['place', 'good']",1
1149,"['unfortunately', 'hit', 'bakery', 'leftover', 'day', 'order', 'stale']",0
1150,"['come', 'today', 'relocate', 'impressed']",0
1151,"['seat', 'immediately']",1
1152,"['menu', 'diverse', 'reasonably', 'price']",1
1153,"['avoid', 'cost']",0
1154,"['restaurant', 'wait']",1
1155,['delicious'],1
1156,"['place', 'hand', 'good', 'place', 'eat', 'phoenix', 'metro', 'area']",1
1157,"['look', 'good', 'food', '...']",0
1158,"['treat', 'bad']",0
1159,"['bacon', 'hella', 'salty']",1
1160,"['order', 'spinach', 'avocado', 'salad', 'ingredient', 'sad', 'dressing', 'literally', 'zero', 'taste']",0
1161,"['vegas', 'fine', 'dining', 'use', 'right', 'menu', 'hand', 'lady', 'price', 'list']",1
1162,"['waitress', 'friendly']",1
1163,"['lordy', 'khao', 'soi', 'dish', 'miss', 'curry', 'lover']",1
1164,"['menu', 'terrific', 'thrill', 'amazing', 'accommodation', 'vegetarian', 'daughter']",1
1165,"['catch', 'night', 'judge', 'review', 'inspire']",0
1166,"['service', 'leave', 'lot', 'desire']",0
1167,"['atmosphere', 'modern', 'hip', 'maintain', 'touch', 'coziness']",1
1168,"['weekly', 'haunt', 'definitely', 'place', 'come']",1
1169,"['literally', 'sit', '20', 'minute', 'ask', 'order']",0
1170,"['burger', 'absolutely', 'flavor', 'meat', 'totally', 'bland', 'burger', 'overcooked', 'charcoal', 'flavor']",0
1171,"['decide', 'send', 'waitress', 'look', 'like', 'verge', 'heart', 'attack']",0
1172,"['dress', 'treat', 'rudely']",0
1173,"['probably', 'dirt']",0
1174,"['love', 'place', 'hit', 'spot', 'want', 'healthy', 'lack', 'quantity', 'flavor']",1
1175,"['order', 'lemon', 'raspberry', 'ice', 'cocktail', 'incredible']",1
1176,"['food', 'suck', 'expect', 'suck', 'imagine']",0
1177,"['interesting', 'decor']",1
1178,"['like', 'crepe', 'station']",1
1179,"['serve', 'hot', 'bread', 'butter', 'home', 'potato', 'chip', 'bacon', 'bit', '....', 'original', 'good']",1
1180,"['watch', 'prepare', 'delicious', 'food']",1
1181,"['egg', 'roll', 'fantastic']",1
1182,"['order', 'arrive', 'gyro', 'miss']",0
1183,"['salad', 'wing', 'ice', 'cream', 'dessert', 'leave', 'feel', 'satisfied']",1
1184,"['sure', 'joey', 'vote', 'good', 'hot', 'dog', 'valley', 'reader', 'phoenix', 'magazine']",0
1185,"['good', 'place', 'tasty', 'bowl', 'pho']",1
1186,"['live', 'music', 'fridays', 'totally', 'blow']",0
1187,"['insulted', 'feel', 'disrespected']",0
1188,"['friendly', 'staff']",1
1189,"['worth', 'drive']",1
1190,"['hear', 'good', 'thing', 'place', 'exceed', 'hope', 'dream']",1
1191,"['food', 'great', 'serivce']",1
1192,"['warm', 'beer', 'help']",0
1193,"['great', 'brunch', 'spot']",1
1194,"['service', 'friendly', 'invite']",1
1195,"['good', 'lunch', 'spot']",1
1196,"['live', '1979', 'time', 'step', 'foot', 'place']",0
1197,"['bad', 'experience']",0
1198,"['night', 'place']",0
1199,"['delish', 'mixed', 'mushroom', 'yukon', 'gold', 'puree', 'white', 'corn', 'beateous']",1
1200,"['bug', '4', 'sure', 'wall', 'bug', 'climb', 'kitchen']",0
1201,"['10', 'minute', 'wait', 'salad', 'realize', 'come', 'time', 'soon']",0
1202,"['friend', 'love', 'salmon', 'tartar']",1
1203,[],0
1204,"['extremely', 'tasty']",1
1205,"['waitress', 'good']",1
1206,"['soggy', 'good']",0
1207,"['jamaican', 'mojito', 'delicious']",1
1208,"['small', 'worth', 'price']",0
1209,"['food', 'rich', 'order', 'accordingly']",1
1210,"['shower', 'area', 'outside', 'rinse', 'shower', 'mind', 'nude']",0
1211,"['service', 'bit', 'lacking']",0
1212,"['lobster', 'bisque', 'bussell', 'sprouts', 'risotto', 'filet', 'need', 'salt', 'pepper', '..', 'course', 'table']",0
1213,"['hopefully', 'bode', 'business', 'cook', 'come']",0
1214,"['cold', 'flavor', 'bad']",0
1215,"['love', 'bacon', 'wrap', 'date']",1
1216,"['unbelievable', 'bargain']",1
1217,"['folk', 'otto', 'feel', 'welcome', 'special']",1
1218,"['main', 'uninspired']",0
1219,"['place', 'pho', 'amazing']",1
1220,"['wonderful', 'experience', 'place', 'stop', 'town']",1
1221,"['food', 'bad', 'enjoy', 'deal', 'world', 'bad', 'annoying', 'drunk', 'people']",0
1222,"['fun', 'chef']",1
1223,"['order', 'double', 'cheeseburger', 'single', 'patty', 'fall', 'apart', 'picture', 'upload', 'yeah', 'suck']",0
1224,"['great', 'place', 'couple', 'drink', 'watch', 'sport', 'event', 'wall', 'cover', 'tv']",1
1225,"['possible', 'zero', 'star']",0
1226,"['description', 'yum', 'yum', 'sauce', 'eel', 'sauce', 'spicy', 'mayo""', '...', 'roll', 'sauce']",0
1227,"['hard', 'decision', '...', 'honestly', 'm', 'dish', 'taste', 'suppose', 'taste', 'amazing']",1
1228,"['roll', 'eye', 'stay', '...', 'sure', 'try']",0
1229,"['attentive', 'provide', 'excellent', 'customer', 'service']",1
1230,"['horrible', 'waste', 'time', 'money']",0
1231,"['dish', 'flavourful']",1
1232,"['time', 'restaurant', 'excuse']",0
1233,"['busy', 'building', 'freezing', 'cold']",0
1234,"['like', 'reviewer', 'pay', 'eat', 'place']",0
1235,"['-drink', 'close', '30', 'minute', 'come', 'point']",0
1236,"['seriously', 'flavorful', 'delight', 'folk']",1
1237,"['ayce', 'sushi', 'place', 'vegas']",1
1238,"['lighting', 'dark', 'set', 'mood']",1
1239,"['base', 'sub', 'par', 'service', 'receive', 'effort', 'gratitude', 'business']",0
1240,"['owner', 'great', 'people']",1
1241,"['privileged', 'work', 'eat']",0
1242,"['greek', 'dressing', 'creamy', 'flavorful']",1
1243,"['overall', 'think', 'parent', 'place', 'similar', 'complaint', 'silently', 'feel']",0
1244,"['pizza', 'good', 'peanut', 'sauce', 'tasty']",1
1245,"['7', 'table', 'service', 'pretty', 'fast']",1
1246,"['fantastic', 'service']",1
1247,"['godfather', 'zero', 'star', 'possible']",0
1248,['know'],1
1249,"['tough', 'short', 'flavor']",0
1250,"['hope', 'place', 'stick']",1
1251,"['bar', 'vegas', 'recall', 'charge', 'tap', 'water']",0
1252,"['restaurant', 'atmosphere', 'exquisite']",1
1253,"['good', 'service', 'clean', 'inexpensive', 'boot']",1
1254,"['seafood', 'fresh', 'generous', 'portion']",1
1255,"['plus', '8', 'buck']",1
1256,"['service', 'par']",0
1257,"['far', 'visit', 'twice', 'food', 'absolutely', 'delicious', 'time']",1
1258,"['good', 'year', 'ago']",1
1259,"['self', 'proclaim', 'coffee', 'cafe', 'wildly', 'disappointed']",0
1260,"['veggitarian', 'platter', 'world']",1
1261,"['wrong', 'food']",1
1262,['beat'],1
1263,"['stop', 'place', 'madison', 'ironman', 'friendly', 'kind', 'staff']",1
1264,"['chef', 'friendly', 'good', 'job']",1
1265,"['dedicated', 'boba', 'tea', 'spot', 'jenni', 'pho']",0
1266,"['like', 'patio', 'service', 'outstanding']",1
1267,"['goat', 'taco', 'skimp', 'meat', 'wow', 'flavor']",1
1268,['think'],0
1269,"['mac', 'salad', 'pretty', 'bland']",0
1270,"['bachi', 'burger', 'friend', 'recommendation', 'disappoint']",1
1271,"['service', 'stink']",0
1272,"['wait', 'wait']",0
1273,"['place', 'quality', 'sushi', 'quality', 'restaurant']",0
1274,"['definitely', 'recommend', 'wing', 'pizza']",1
1275,"['great', 'pizza', 'salad']",1
1276,"['thing', 'wrong', 'burn', 'saganaki']",0
1277,"['wait', 'hour', 'breakfast', '100', 'time', 'home']",0
1278,"['place', 'amazing']",1
1279,"['hate', 'disagree', 'fellow', 'yelper', 'husband', 'disappointed', 'place']",0
1280,"['wait', '2', 'hour', 'pizza', 'come', 'later']",0
1281,"['know', 'slow']",0
1282,"['staff', 'great', 'food', 'delish', 'incredible', 'beer', 'selection']",1
1283,"['live', 'neighborhood', 'disappoint', 'convenient', 'location']",0
1284,"['know', 'pull', 'pork', 'soooo', 'delicious']",1
1285,"['incredibly', 'fresh', 'fish', 'prepare', 'care']",1
1286,"['1', 'star', 'rating', 'know', 'time', 'eat', 'bachi', 'burger', 'write', 'review']",0
1287,"['love', 'fact', 'menu', 'worth']",1
1288,"['dine', 'place']",0
1289,"['food', 'excellent', 'service', 'good']",1
1290,"['good', 'beer', 'drink', 'selection', 'good', 'food', 'selection']",1
1291,"['stay', 'away', 'shrimp', 'stir', 'fried', 'noodle']",0
1292,"['potato', 'chip', 'order', 'sad', '...', 'probably', 'count', 'chip', 'box', 'probably', '12']",0
1293,"['food', 'boring']",0
1294,"['good', 'service', 'check']",1
1295,"['greedy', 'corporation', 'dime']",0
1296,[],0
1297,"['like', 'pass', 'atrocious', 'service', 'return']",0
1298,"['summer', 'dine', 'charming', 'outdoor', 'patio', 'delightful']",1
1299,"['expect', 'good']",1
1300,"['fantastic', 'food']",1
1301,"['order', 'toasted', 'english', 'muffin', 'come', 'untoasted']",0
1302,"['food', 'good']",1
1303,[],0
1304,"['great', 'food', 'price', 'high', 'quality', 'house']",1
1305,"['bus', 'boy', 'hand', 'rude']",0
1306,"['point', 'friend', 'basically', 'figure', 'place', 'joke', 'mind', 'publicly', 'loudly', 'know']",0
1307,"['good', 'bbq', 'light', 'fare', 'reasonable', 'pricing', 'tell', 'public', 'old', 'way']",1
1308,"['consider', 'leave', 'happy', '20', 'wrong']",1
1309,"['bread', 'house']",1
1310,"['downside', 'service']",0
1311,"['fry', 'doubt', 'bad', 'fry']",0
1312,"['service', 'exceptional', 'food', 'good', 'review']",1
1313,"['couple', 'month', 'later', 'return', 'amazing', 'meal']",1
1314,"['favorite', 'place', 'town', 'shawarrrrrrma']",1
1315,"['black', 'eyed', 'pea', 'sweet', 'potato', '...', 'unreal']",1
1316,['disappoint'],1
1317,"['serve', 'vinaigrette', 'overall', 'dish', 'good']",1
1318,"['far', 'place', 'restaurant', 'serve', '1', 'egg', 'breakfast', 'especially', '4.00']",0
1319,"['mom', 'home', 'immediately', 'sick', 'bite', 'salad']",0
1320,"['server', 'pleasant', 'deal', 'honor', 'pizza', 'hut', 'coupon']",0
1321,"['truly', 'unbelievably', 'good', 'glad']",1
1322,"['fantastic', 'service', 'pleased', 'atmosphere']",1
1323,['gross'],0
1324,"['love', 'place']",1
1325,"['great', 'service', 'food']",1
1326,"['bathroom', 'location', 'dirty-', 'seat', 'cover', 'replenish', 'plain', 'yucky']",0
1327,"['burger', '...', 'gold', 'standard', '17', 'burger', 'kind', 'disappointed']",0
1328,"['omg', 'food', 'delicioso']",1
1329,"['authentic', 'place']",0
1330,"['spaghetti', 'special', 'whatsoever']",0
1331,"['dish', 'salmon', 'good', 'great']",1
1332,"['vegetable', 'fresh', 'sauce', 'feel', 'like', 'authentic', 'thai']",1
1333,"['worth', 'drive', 'tucson']",1
1334,"['selection', 'probably', 'bad', 'vegas', '.....']",0
1335,"['pretty', 'good', 'beer', 'selection']",1
1336,"['place', 'like', 'chipotle', 'better']",1
1337,"['classy', 'warm', 'atmosphere', 'fun', 'fresh', 'appetizer', 'succulent', 'steak', 'baseball', 'steak']",1
1338,"['5', 'star', 'brick', 'oven', 'bread', 'app']",1
1339,"['eat', 'multiple', 'time', 'time', 'food', 'delicious']",1
1340,"['sit', 'minute', 'finally', 'leave']",0
1341,['terrible'],0
1342,"['treat', 'equally', 'special']",1
1343,"['30', 'min', 'pancake', 'egg']",0
1344,['delicious'],1
1345,"['good', 'staff', 'genuinely', 'pleasant', 'enthusiastic', 'real', 'treat']",1
1346,"['sadly', 'gordon', 'ramsey', 'steak', 'place', 'shall', 'sharply', 'avoid', 'trip', 'vegas']",0
1347,"['evening', 'wonderful', 'food', 'delicious']",1
1348,"['good', 'fish', 'life']",1
1349,"['bathroom', 'door', 'nice']",1
1350,"['buffet', 'small', 'food', 'offer', 'bland']",0
1351,"['outstanding', 'little', 'restaurant', 'best', 'food', 'taste']",1
1352,"['pretty', 'cool']",1
1353,"['definitely', 'turn', 'doubt', 'buy']",0
1354,"['server', 'great', 'job', 'handle', 'large', 'rowdy', 'table']",1
1355,"['find', 'waste', 'food', 'despicable', 'food']",0
1356,"['wife', 'lobster', 'bisque', 'soup', 'lukewarm']",0
1357,"['come', 'sushi', 'craving', 'vegas']",1
1358,"['staff', 'great', 'ambiance', 'great']",1
1359,"['deserve', '5', 'star']",1
1360,"['leave', 'stomach', 'ache', 'feel', 'sick', 'rest', 'day']",0
1361,"['drop', 'ball']",0
1362,"['dining', 'space', 'tiny', 'elegantly', 'decorate', 'comfortable']",1
1363,"['customize', 'order', 'way', 'like', 'usual', 'eggplant', 'green', 'bean', 'stir', 'fry', 'love']",1
1364,"['bean', 'rice', 'mediocre']",0
1365,"['good', 'taco', 'town', 'far']",1
1366,"['money', 'outta']",0
1367,"['interesting', 'town', 'place', 'amazing']",1
1368,"['rude', 'inconsiderate', 'management']",0
1369,"['staff', 'friendly', 'wait', 'time', 'serve', 'horrible', 'hi', '10', 'minute']",0
1370,[],0
1371,"['great', 'dinner']",1
1372,"['service', 'outshine', 'definitely', 'recommend', 'halibut']",1
1373,"['food', 'terrible']",0
1374,"['tell', 'people', 'happened']",0
1375,"['recommend', 'car', 'break', 'starve']",0
1376,"['come', 'time', 'vegas']",1
1377,"['place', 'deserve', 'star', '90', 'food']",0
1378,['disgrace'],0
1379,"['def', 'come', 'bowl', 'time']",1
1380,"['want', 'healthy', 'authentic', 'ethic', 'food', 'try', 'place']",1
1381,"['continue', 'come', 'lady', 'night', 'andddd', 'date', 'night', '...', 'highly', 'recommend', 'place', 'area', '(;']",1
1382,"['time', 'past', 'experience', 'great']",1
1383,"['walk', 'away', 'stuff', 'happy', 'vegas', 'buffet', 'experience']",1
1384,"['service', 'excellent', 'price', 'pretty', 'reasonable', 'consider', 'vegas', 'locate', 'inside', 'crystals', 'shopping', 'mall', 'aria']",1
1385,"['summarize', '...', 'food', 'incredible', 'nay', 'transcendant', '...', 'bring', 'joy', 'like', 'memory', 'pneumatic', 'condiment', 'dispenser']",1
1386,"['probably', 'people', 'ians', 'like']",0
1387,"['kid', 'pizza', 'hit', 'lot', 'great', 'dish', 'option', 'kiddo']",1
1388,"['service', 'perfect', 'family', 'atmosphere', 'nice']",1
1389,"['cook', 'perfection', 'service', 'impeccable']",1
1390,"['simply', 'disappointment']",0
1391,"['overall', 'disappointed', 'quality', 'food', 'bouchon']",0
1392,"['accountant', 'know', 'getting', 'screw']",0
1393,"['great', 'place', 'eat', 'remind', 'little', 'mom', 'pop', 'shop', 'san', 'francisco', 'bay', 'area']",1
1394,"['today', 'taste', 'buldogis', 'gourmet', 'hot', 'dog', 'tell', 'think', 'possible']",1
1395,"['leave', 'frustrated']",0
1396,"['definitely', 'soon']",1
1397,"['food', 'good', 'petty', 'fast']",1
1398,"['service', 'fantastic']",1
1399,"['total', 'waste', 'time']",0
1400,"['know', 'kind', 'good', 'iced', 'tea']",1
1401,"['come', 'hungry', 'leave', 'happy', 'stuff']",1
1402,"['service', 'star']",0
1403,"['assure', 'disappoint']",1
1404,"['little', 'bad', 'service', 'food', 'suck']",0
1405,"['try', 'eat', 'crust', 'tooth', 'sore']",0
1406,"['completely', 'gross']",0
1407,"['enjoy', 'eat']",1
1408,"['time', 'think', 'quickly', 'regular']",1
1409,"['server', 'nice', 'look', 'little', 'overwhelmed', 'need', 'stay', 'professional', 'friendly', 'end']",1
1410,"['dinner', 'companion', 'tell', '...', 'fresh', 'nice', 'texture', 'taste']",1
1411,"['ground', 'right', 'table', 'large', 'smear', 'step', 'track', 'pile', 'green', 'bird', 'poop']",0
1412,"['furthermore', 'find', 'hour', 'operation', 'website']",0
1413,"['try', 'like', 'place', '10', 'time', 'think']",0
1414,['mistake'],0
1415,['complaint'],1
1416,"['seriously', 'good', 'pizza', 'expert', 'connisseur', 'topic']",1
1417,"['waiter', 'jerk']",0
1418,"['strike', '2', 'want', 'rush']",0
1419,"['nice', 'restaurant', 'owner', 'come']",1
1420,['come'],0
1421,"['love', 'biscuit']",1
1422,"['service', 'quick', 'friendly']",1
1423,"['order', 'appetizer', '40', 'minute', 'pizza', '10', 'minute']",0
1424,"['absolutley', 'fantastic']",1
1425,"['huge', 'awkward', '1.5', 'lb', 'piece', 'cow', '3/4th', 'gristle', 'fat']",0
1426,"['definitely', 'come']",1
1427,"['like', 'steiner', 'dark', 'feel', 'like', 'bar']",1
1428,"['wow', 'spicy', 'delicious']",1
1429,"['familiar', 'check']",1
1430,"['business', 'dinner', 'dollar']",0
1431,['love'],1
1432,"['fs', 'restaurant', 'wonderful', 'breakfast', 'lunch']",1
1433,['special'],0
1434,"['day', 'week', 'different', 'deal', 'delicious']",1
1435,"['mention', 'combination', 'pear', 'almond', 'bacon', 'big', 'winner']",1
1436,[],0
1437,"['sauce', 'tasteless']",0
1438,"['food', 'delicious', 'spicy', 'sure', 'ask', 'spicy', 'prefer', 'way']",1
1439,"['ribeye', 'steak', 'cook', 'perfectly', 'great', 'mesquite', 'flavor']",1
1440,"['think', 'anytime', 'soon']",0
1441,"['food', 'gooodd']",1
1442,"['far', 'sushi', 'connoisseur', 'definitely', 'tell', 'difference', 'good', 'food', 'bad', 'food', 'certainly', 'bad', 'food']",0
1443,['insult'],0
1444,"['3', 'time', 'lunch', 'bad']",0
1445,"['chicken', 'wing', 'contain', 'dry', 'chicken', 'meat', 'eat']",0
1446,"['food', 'good', 'enjoy', 'mouthful', 'enjoyable', 'relaxed', 'venue', 'couple', 'small', 'family', 'group', 'etc']",1
1447,"['nargile', 'think', 'great']",1
1448,"['good', 'tater', 'tot', 'southwest']",1
1449,"['love', 'place']",1
1450,"['definitely', 'worth', '3', 'pay']",0
1451,"['vanilla', 'ice', 'cream', 'creamy', 'smooth', 'profiterole', 'choux', 'pastry', 'fresh']",1
1452,"['m', 'az', 'time', 'new', 'spot']",1
1453,"['manager', 'bad']",0
1454,"['inside', 'nice', 'clean']",1
1455,"['food', 'outstanding', 'price', 'reasonable']",1
1456,"['think', 'run', 'carly', 'anytime', 'soon', 'food']",0
1457,"['fact', '20', 'minute', 'acknowledge', '35', 'minute', 'food', '...', 'forget', 'thing']",0
1458,"['love', 'margarita']",1
1459,"['vegas', 'buffet', 'disappoint']",1
1460,['good'],1
1461,"['note', 'ventilation', 'use', 'upgrading']",0
1462,"['great', 'pork', 'sandwich']",1
1463,"['waste', 'time']",0
1464,"['total', 'letdown', 'camelback', 'flower', 'shop', 'cartel', 'coffee']",0
1465,"['cheese', 'friend', 'burger', 'cold']",0
1466,"['enjoy', 'pizza', 'brunch']",1
1467,"['steak', 'trim', 'perfectly', 'cook']",1
1468,"['group', '70', 'claim', '40', 'handle', 'beautifully']",1
1469,['love'],1
1470,"['ask', 'bill', 'leave', 'eat', 'bring']",0
1471,"['place', 'jewel', 'las', 'vegas', 'exactly', 'hope', 'find', 'nearly', 'year', 'live']",1
1472,"['seafood', 'limit', 'boil', 'shrimp', 'crab', 'leg', 'crab', 'leg', 'definitely', 'taste', 'fresh']",0
1473,"['selection', 'food', 'good']",0
1474,"['delicious', 'absolutely']",1
