,Customer_id,Phone,OnlineSecurity,OnlineBackup,TechSupport,DeviceProtection,StreamingTV,StreamingMovies,PaperlessBilling,DSL,Fiber Optic
4708,Z280135,1,0,0,0,1,0,0,1,1,0
4709,Y147099,1,1,0,1,1,0,1,1,1,0
4710,A855887,1,0,1,1,1,0,0,1,1,0
4711,X147035,1,0,0,1,1,0,1,1,0,1
4712,L99216,1,1,0,1,0,0,1,0,0,1
4713,X354158,1,1,1,1,0,1,0,0,1,0
4714,P361045,1,0,1,1,0,0,1,0,0,1
4715,O575002,0,1,0,0,0,0,0,1,0,1
4716,C274032,1,1,0,1,0,0,1,1,0,1
4717,S682687,1,1,0,0,0,1,0,0,0,1
4718,G354597,0,0,1,0,1,0,1,0,0,1
4719,R317720,1,0,1,0,1,1,1,0,0,1
4720,T22671,1,1,1,0,1,0,1,1,0,1
4721,M908203,1,1,0,1,1,0,1,1,0,1
4722,K610866,1,0,0,0,1,0,0,0,0,1
4723,Z849200,1,0,0,0,1,0,1,0,1,0
4724,D321119,0,1,0,0,0,1,0,1,1,0
4725,X435937,1,1,0,1,0,1,0,1,1,0
4726,C315562,1,1,0,1,1,1,0,1,0,1
4727,I692478,1,0,0,0,0,1,0,0,0,0
4728,M464374,1,0,1,1,0,0,1,1,0,1
4729,D347113,1,0,0,0,0,1,1,1,0,1
4730,C548406,1,0,1,1,0,1,0,1,1,0
4731,R640213,1,0,1,1,1,0,0,1,0,1
4732,N340220,1,0,1,0,0,1,1,0,1,0
4733,M171160,1,1,1,1,0,0,0,0,0,1
4734,G164719,0,0,0,0,0,0,0,1,0,1
4735,C444218,1,1,0,1,1,0,1,0,0,0
4736,C445988,1,0,1,0,1,1,1,1,1,0
4737,F774584,1,0,0,1,0,0,0,1,0,0
4738,R416972,1,0,1,0,1,0,0,1,0,1
4739,O844706,1,1,0,0,1,0,1,1,0,0
4740,E918150,0,1,1,1,0,1,1,1,1,0
4741,Z959997,1,1,0,0,0,1,1,0,1,0
4742,C36783,1,1,0,1,1,0,0,0,1,0
4743,S217763,1,0,0,1,0,0,0,0,0,0
4744,Z74524,1,0,1,1,0,0,0,1,0,1
4745,S356458,1,0,1,0,0,1,1,0,0,0
4746,F785085,0,1,1,0,1,0,0,0,1,0
4747,N154513,1,0,0,1,1,0,0,1,0,1
4748,Z916283,1,0,1,0,0,0,0,0,0,1
4749,E753458,1,1,0,1,0,0,0,1,1,0
4750,J865464,0,0,0,0,1,1,1,1,0,0
4751,E446263,1,0,0,0,0,0,0,1,0,1
4752,S838605,1,0,1,1,0,1,0,0,1,0
4753,C436821,1,0,0,0,0,1,1,1,0,1
4754,H215697,1,0,1,0,0,0,1,0,1,0
4755,Z360250,0,0,1,1,1,0,1,1,1,0
4756,P25008,1,0,1,0,0,0,0,0,1,0
4757,K589469,0,1,1,1,0,0,1,1,0,1
4758,Q311850,1,0,0,0,0,1,1,1,0,1
4759,S952248,1,0,0,0,0,1,1,0,0,1
4760,K377982,0,0,0,0,1,1,0,0,0,1
4761,U444790,1,1,1,0,1,0,1,1,0,1
4762,T710947,1,0,0,0,1,0,1,0,0,1
4763,Z985297,1,1,0,1,0,1,0,1,0,1
4764,E260530,1,0,1,0,0,0,0,0,0,1
4765,K38297,1,1,0,0,1,1,0,1,0,0
4766,R889523,1,0,0,1,0,1,1,0,0,1
4767,Z652933,1,0,0,0,1,1,1,1,0,1
4768,Y40674,1,0,0,0,0,1,1,1,1,0
4769,V135243,1,1,0,0,1,0,0,1,0,0
4770,U292174,1,0,0,1,0,0,0,0,0,0
4771,S791046,1,1,0,0,1,0,1,1,0,0
4772,O06174,0,1,1,0,1,0,0,1,0,0
4773,Q296862,1,0,1,1,0,1,0,1,0,1
4774,N863236,1,0,1,1,1,0,0,0,1,0
4775,P860743,1,0,1,0,0,0,1,0,1,0
4776,G466917,1,0,1,0,0,1,1,0,1,0
4777,X425839,1,1,0,0,1,0,1,1,0,1
4778,T510073,1,0,0,0,1,1,0,1,0,1
4779,M898890,1,1,0,0,1,0,0,0,0,1
4780,V691458,1,0,0,1,0,1,1,1,1,0
4781,O529706,1,0,0,0,0,0,1,1,1,0
4782,L717585,1,0,1,0,1,0,0,1,0,1
4783,R434150,1,0,1,0,1,1,0,0,0,1
4784,O924950,1,0,0,1,1,1,1,0,1,0
4785,Q895834,1,1,0,1,0,0,1,0,1,0
4786,A708666,0,1,1,1,1,1,1,1,1,0
4787,E547215,1,0,0,1,1,1,1,0,1,0
4788,J131248,1,0,0,1,1,0,1,1,1,0
4789,F02497,1,1,0,1,1,0,0,1,1,0
4790,F193526,1,0,0,1,0,1,0,1,1,0
4791,L681773,1,0,1,0,1,0,1,1,1,0
4792,C27979,1,1,1,0,0,0,1,0,0,1
4793,H581110,1,0,0,0,1,1,0,0,1,0
4794,N472963,1,1,1,0,0,1,0,0,0,0
4795,D769071,0,1,0,1,1,1,1,0,1,0
4796,B451399,0,1,0,1,0,0,0,0,0,0
4797,E976279,1,0,1,1,1,1,0,1,1,0
4798,N489314,0,0,0,0,1,1,0,1,1,0
4799,P464896,1,0,1,0,0,0,1,1,0,1
4800,L267036,1,1,1,0,0,0,0,0,0,1
4801,Q632278,1,0,0,0,1,0,1,0,1,0
4802,K489730,1,0,1,1,1,1,1,1,1,0
4803,W504012,1,1,0,0,0,0,1,1,0,0
4804,U960393,1,1,1,0,1,1,0,1,0,1
4805,X265916,1,0,1,1,0,0,1,0,0,1
4806,B644120,1,0,1,1,1,0,1,0,0,1
4807,Y576054,1,0,0,0,1,1,1,1,0,1
4808,D96885,1,1,0,1,0,0,0,1,1,0
4809,M572765,1,0,1,0,0,1,0,0,0,1
4810,S502052,1,0,0,1,0,0,0,1,1,0
4811,D47677,1,0,1,0,0,1,1,1,0,1
4812,R376184,1,0,0,0,1,1,1,1,1,0
4813,W258240,1,0,1,0,0,0,0,1,1,0
4814,G563440,1,1,0,0,0,0,0,1,0,1
4815,S753119,1,1,1,0,0,1,0,1,1,0
4816,C729520,1,0,0,1,1,1,0,0,1,0
4817,Q940617,0,1,0,1,1,0,1,1,1,0
4818,A442435,1,1,1,1,1,1,0,1,1,0
4819,T897383,1,1,1,1,0,0,1,1,1,0
4820,Q867792,1,0,0,1,1,1,0,1,0,1
4821,B507626,1,0,1,0,1,1,0,0,1,0
4822,V677765,1,0,0,1,0,1,1,0,0,1
4823,I240484,1,1,1,1,0,0,0,0,0,1
4824,V122687,1,0,1,1,0,0,0,0,0,1
4825,W869440,1,0,1,0,0,0,1,1,0,1
4826,V116127,1,0,1,0,0,1,1,1,0,1
4827,A605807,1,0,1,0,1,0,1,1,1,0
4828,F644019,1,1,0,0,1,1,0,1,0,0
4829,T456294,1,1,1,1,0,0,0,0,0,1
4830,Q140635,1,1,0,1,0,0,0,0,0,1
4831,I52077,1,1,0,1,0,0,0,1,0,1
4832,F412119,1,0,1,1,0,0,0,1,0,1
4833,X790315,1,0,0,0,0,1,1,0,0,0
4834,I524441,1,1,0,0,1,0,0,1,0,0
4835,N893933,1,1,1,1,0,1,0,1,0,1
4836,N782316,1,0,0,1,0,1,1,1,0,0
4837,S894000,1,0,1,1,1,0,1,1,1,0
4838,M875951,1,1,1,1,1,0,0,0,0,0
4839,U987101,1,0,0,0,1,1,1,1,0,1
4840,S263090,1,0,1,1,0,0,0,1,0,1
4841,I293072,1,0,1,0,0,0,1,0,0,0
4842,S623345,0,0,0,1,1,1,1,0,1,0
4843,T708376,1,0,0,0,0,0,0,1,1,0
4844,W682855,1,1,0,1,1,0,0,0,1,0
4845,G813506,1,0,0,1,0,1,0,0,0,0
4846,V942742,1,0,0,0,0,0,1,0,0,1
4847,Y654641,1,0,0,1,0,0,0,1,0,0
4848,C45413,0,0,1,0,1,0,0,1,1,0
4849,D216382,1,1,0,0,0,1,0,0,1,0
4850,W58371,1,0,0,0,0,1,1,0,0,1
4851,V581138,1,0,1,1,0,1,1,1,0,0
4852,Z257700,1,0,0,0,1,0,1,0,1,0
4853,Y08499,1,1,0,0,0,1,1,0,0,1
4854,M949486,1,0,0,0,1,1,0,1,1,0
4855,X240332,1,0,1,1,1,0,1,1,0,1
4856,W738025,1,0,0,0,1,0,1,1,0,1
4857,C671723,1,1,1,0,1,1,0,1,0,1
4858,B154541,1,0,0,0,0,1,0,0,1,0
4859,I590530,1,0,1,0,0,0,0,0,1,0
4860,G623098,1,0,0,0,0,1,0,1,1,0
4861,T896933,1,0,0,0,0,1,0,0,0,1
4862,J234094,1,0,0,0,1,0,0,0,1,0
4863,H572770,1,1,0,0,0,0,1,0,0,1
4864,K447350,1,1,1,0,0,1,0,1,0,1
4865,O16400,0,0,0,0,0,1,1,0,1,0
4866,P69600,1,0,0,0,0,1,0,1,0,0
4867,Y920029,1,0,0,0,1,0,1,1,0,0
4868,S103816,1,1,1,1,1,0,0,1,1,0
4869,T240504,1,1,1,0,1,0,0,1,0,1
4870,A793530,1,0,0,0,1,0,0,0,1,0
4871,S201981,0,0,0,0,1,0,1,1,1,0
4872,W644654,1,1,0,1,0,0,1,0,0,1
4873,V399133,1,0,1,1,0,0,1,0,1,0
4874,P439509,1,0,0,1,1,1,1,1,0,1
4875,F624787,1,1,1,0,0,1,0,1,0,1
4876,E638895,1,0,0,0,0,1,0,1,0,0
4877,S651835,1,1,0,0,0,1,0,0,1,0
4878,T638047,1,1,0,0,0,1,0,0,0,0
4879,A634512,1,0,1,0,1,0,0,0,0,0
4880,E107655,1,1,1,1,0,0,1,0,1,0
4881,Q913573,1,0,0,1,1,0,1,1,1,0
4882,J974076,0,0,0,0,1,1,0,1,0,1
4883,Y561620,0,0,1,1,0,0,1,0,0,1
4884,X286811,1,1,1,1,1,0,1,0,0,1
4885,S744209,1,0,0,0,0,0,0,1,0,1
4886,P668082,1,0,0,0,1,1,1,0,0,1
4887,H338128,1,1,0,0,0,1,1,0,0,1
4888,U904070,1,1,0,1,1,1,1,0,0,1
4889,E469169,1,1,0,0,0,1,0,1,1,0
4890,Y751075,1,0,1,1,1,1,0,1,1,0
4891,L416391,1,0,0,0,1,0,0,1,0,0
4892,K472000,1,0,1,0,0,0,1,0,1,0
4893,P778970,1,0,0,1,0,0,0,1,1,0
4894,W847233,1,0,1,0,1,0,0,0,0,1
4895,V915366,1,1,1,0,0,1,0,1,1,0
4896,W458856,1,1,1,0,1,0,0,0,0,1
4897,Z709647,1,0,1,0,0,0,0,1,1,0
4898,K776350,1,0,1,1,0,0,0,1,1,0
4899,Q539467,1,0,0,0,0,1,1,0,0,0
4900,V249949,1,0,1,1,0,1,1,1,0,0
4901,E172755,0,1,1,0,0,1,1,1,0,1
4902,C359732,1,0,0,0,0,1,0,1,0,1
4903,E262279,1,0,0,0,1,0,0,0,0,1
4904,D88462,1,0,0,1,1,1,0,1,0,1
4905,U308163,1,1,1,0,1,0,1,1,1,0
4906,J947508,1,0,0,0,1,1,1,1,0,0
4907,S528281,1,1,0,0,1,1,0,0,1,0
4908,E678852,1,0,1,1,1,1,1,0,0,1
4909,I86158,0,0,1,0,0,1,1,1,0,1
4910,P153763,1,1,0,1,1,1,1,1,1,0
4911,D555568,1,1,1,0,0,1,0,1,0,1
4912,G460115,1,0,1,1,0,1,1,1,1,0
4913,V603783,1,1,1,1,1,0,0,1,1,0
4914,N960360,1,1,0,1,1,1,0,1,1,0
4915,A327397,1,0,0,0,0,0,1,0,0,1
4916,K191922,0,1,1,0,0,0,1,0,0,1
4917,B290057,1,0,1,0,0,1,1,0,0,0
4918,A106835,1,0,0,0,1,0,0,1,0,1
4919,H114965,1,1,0,1,1,1,0,0,1,0
4920,C93992,1,0,0,0,1,0,0,1,0,1
4921,I665838,1,1,0,1,1,1,1,0,0,1
4922,R492326,1,0,0,1,0,1,1,1,0,0
4923,Z512046,1,1,0,1,1,1,1,0,0,0
4924,M233671,1,1,0,1,0,0,1,1,1,0
4925,Q64947,1,0,0,0,0,1,1,0,0,1
4926,J66174,1,0,1,0,0,1,0,1,1,0
4927,W166219,1,1,1,1,1,1,1,1,0,1
4928,F122731,1,1,0,1,0,1,1,1,0,0
4929,U176935,1,0,1,1,0,0,0,1,0,1
4930,H368014,1,0,0,0,0,1,1,1,0,0
4931,C306117,1,1,1,1,0,1,1,0,0,1
4932,X867518,1,0,1,0,1,0,0,1,0,1
4933,K845651,1,0,0,1,1,0,0,1,1,0
4934,C360329,1,0,1,1,1,0,1,0,0,0
4935,F988047,1,1,0,0,1,0,0,1,0,1
4936,X784647,1,0,0,0,1,0,1,1,1,0
4937,X947701,1,0,1,1,0,0,0,1,0,0
4938,C533910,1,1,0,0,0,0,0,1,0,1
4939,M856171,1,0,1,0,1,0,1,0,0,1
4940,A295954,1,1,1,0,1,1,1,1,0,1
4941,E672215,1,0,1,0,1,0,1,1,0,0
4942,D901761,1,1,1,0,0,0,1,1,0,1
4943,K402892,1,1,1,0,0,1,1,0,0,1
4944,O178098,1,0,0,0,0,0,0,0,0,0
4945,C966412,1,1,0,1,0,0,0,1,0,1
4946,S38895,0,0,0,1,0,0,1,1,1,0
4947,V197580,1,0,1,0,1,1,0,0,0,1
4948,D332841,1,0,0,1,1,0,0,0,0,0
4949,K390115,1,0,0,0,0,0,0,1,0,1
4950,J69720,1,0,0,1,1,0,0,0,0,1
4951,N496180,1,0,1,1,0,0,1,0,0,1
4952,L113799,0,1,1,0,1,0,0,1,0,1
4953,B518186,0,1,0,0,0,1,0,1,0,1
4954,F518801,1,1,0,0,0,0,0,0,0,1
4955,P401786,1,0,1,0,1,1,1,0,1,0
4956,W143356,1,1,1,1,0,0,1,1,0,1
4957,H911954,1,1,1,0,1,0,0,0,0,0
4958,P82876,0,0,1,0,1,1,1,0,1,0
4959,I422144,1,0,0,0,1,0,1,0,0,0
4960,S112154,0,0,0,0,1,1,1,1,0,0
4961,F958984,1,1,1,0,0,0,0,0,1,0
4962,U173150,1,1,1,0,0,1,1,0,1,0
4963,U955654,1,0,1,0,1,1,0,1,1,0
4964,V664719,1,0,0,1,0,1,0,0,1,0
4965,U00174,1,1,1,1,1,1,1,0,1,0
4966,S800636,1,1,1,0,0,0,1,1,1,0
4967,I354535,1,1,1,1,0,0,1,1,0,0
4968,H719093,1,0,1,0,1,1,0,0,0,1
4969,M244558,1,1,0,0,1,1,0,1,0,0
4970,U271265,1,1,1,1,1,0,0,1,1,0
4971,V554560,1,0,0,1,0,1,1,0,1,0
4972,C384023,1,1,0,1,0,0,1,1,1,0
4973,L732093,1,0,1,0,0,1,0,1,0,1
4974,E47652,1,1,0,0,1,0,0,1,1,0
4975,X784173,1,0,1,1,1,0,0,0,0,0
4976,Q649581,1,0,0,0,0,1,1,1,0,1
4977,I84671,1,0,1,1,1,1,1,1,0,1
4978,T355395,1,1,1,0,0,1,1,0,0,1
4979,G605184,1,1,0,1,0,1,1,0,0,1
4980,D995873,1,1,1,1,0,0,1,0,1,0
4981,M841756,1,1,0,1,0,0,0,0,0,0
4982,M989048,1,1,1,0,0,0,0,1,0,1
4983,T750530,1,1,1,0,0,0,1,1,0,1
4984,N810011,1,1,0,0,0,0,0,0,1,0
4985,T156538,1,0,0,1,0,1,1,1,1,0
4986,Y690438,1,0,1,1,1,0,0,0,0,0
4987,Z812383,1,0,1,1,0,1,1,1,0,1
4988,O156880,1,0,1,0,0,1,1,1,0,0
4989,L680236,1,0,1,0,0,1,1,1,0,0
4990,P142472,1,0,1,1,1,0,1,1,0,0
4991,U243994,1,0,0,0,0,0,1,0,0,0
4992,T789081,1,1,1,1,0,0,1,0,0,0
4993,J857569,1,1,1,1,0,1,1,1,0,1
4994,N979670,1,1,0,0,1,1,0,1,0,0
4995,E760180,1,0,1,0,0,0,1,0,0,0
4996,B483116,1,1,1,1,1,0,1,1,0,0
4997,Q291298,1,1,1,0,1,0,0,0,0,1
4998,U407326,1,0,1,0,1,0,0,1,1,0
4999,I642753,1,0,0,1,0,1,0,0,0,1
5000,G627048,1,1,1,0,0,0,0,1,0,1
5001,P584359,1,0,1,0,1,1,0,0,1,0
5002,M913115,1,0,1,0,0,0,1,0,0,0
5003,E74599,1,0,0,0,0,1,0,1,0,1
5004,P263005,1,0,1,1,0,0,0,0,0,1
5005,S703204,1,0,0,1,0,1,0,1,1,0
5006,Y84463,1,1,1,0,0,0,0,1,1,0
5007,L226305,1,1,0,0,0,1,0,0,0,1
5008,I929408,1,0,0,0,0,0,1,0,1,0
5009,I86147,1,0,0,0,1,1,0,1,1,0
5010,O246994,1,0,1,0,1,0,1,1,0,0
5011,V134244,1,0,0,0,0,1,0,0,0,1
5012,X978138,1,1,1,1,1,0,0,0,1,0
5013,E576261,1,0,1,1,1,1,0,0,0,1
5014,G944076,1,1,1,0,0,0,1,0,1,0
5015,X460286,1,0,0,0,1,0,1,1,0,0
5016,D217513,1,1,1,0,0,1,0,1,0,0
5017,G551745,1,1,0,1,0,1,1,0,1,0
5018,O12840,1,1,1,1,1,1,1,0,0,1
5019,V228516,1,0,0,1,0,0,0,1,1,0
5020,O467624,1,0,0,0,0,0,1,1,1,0
5021,L139786,1,0,1,0,0,0,1,1,1,0
5022,H978429,1,0,0,0,0,0,1,0,1,0
5023,A546615,1,1,0,0,1,0,1,0,0,0
5024,R974706,1,0,0,0,0,1,1,0,0,1
5025,N823455,1,0,1,0,0,1,0,0,0,1
5026,G451927,1,0,0,0,1,0,1,1,0,1
5027,L295115,0,1,1,0,0,0,1,1,0,0
5028,C924454,1,1,1,1,1,0,1,1,0,1
5029,P228431,1,0,1,1,0,0,1,0,1,0
5030,Y581185,1,0,1,1,0,0,1,0,1,0
5031,U460441,1,0,1,0,0,0,1,0,0,0
5032,U783014,1,1,0,1,0,0,0,0,0,1
5033,Q875708,1,0,0,0,0,1,1,0,0,0
5034,I818374,1,0,0,1,1,1,1,1,1,0
5035,H978832,1,0,1,0,0,0,0,1,0,1
5036,P433050,1,1,1,1,1,0,1,0,1,0
5037,V507469,1,1,1,1,1,0,1,1,0,0
5038,L406991,1,1,0,1,1,0,1,0,0,1
5039,N704991,1,1,1,0,0,1,1,0,1,0
5040,L294826,1,0,0,0,1,1,0,0,0,1
5041,C761863,1,1,0,1,1,1,1,1,0,1
5042,J234948,1,0,1,1,1,1,0,1,0,1
5043,N59942,1,1,0,0,1,1,1,1,0,1
5044,G367803,1,1,0,0,1,0,0,0,0,0
5045,I529279,1,0,0,0,0,1,1,1,0,1
5046,D62748,1,1,0,1,1,1,1,0,0,1
5047,F376729,1,0,1,0,1,1,1,1,0,1
5048,A357267,1,0,0,1,1,0,1,1,0,0
5049,G324107,1,1,0,0,0,1,0,1,0,1
5050,L97798,0,0,1,0,0,0,0,0,1,0
5051,B655777,0,0,0,1,1,0,0,1,0,1
5052,M438418,0,0,0,1,1,0,1,1,0,1
5053,F914859,1,1,0,1,1,1,1,0,0,1
5054,I98721,1,0,1,0,1,1,0,0,1,0
5055,S237899,0,0,0,0,0,1,1,1,1,0
5056,U828465,1,0,0,1,0,0,1,0,0,1
5057,Q366127,1,1,0,1,0,0,0,1,0,1
5058,D105234,1,0,0,0,0,1,1,0,0,1
5059,P212521,1,1,0,1,0,0,1,1,0,1
5060,O04397,1,0,0,1,0,0,1,0,1,0
5061,T697778,1,0,0,0,1,0,1,1,1,0
5062,A169002,1,0,0,0,1,0,1,1,1,0
5063,J751606,1,0,0,0,1,1,0,0,0,0
5064,N28335,1,0,0,0,1,0,1,0,0,1
5065,E101429,1,0,1,0,0,1,0,1,0,0
5066,I873687,1,0,0,1,1,1,1,0,1,0
5067,O431640,1,0,1,1,1,1,1,1,0,1
5068,R284006,1,1,0,0,0,1,1,1,1,0
5069,K545983,1,0,0,0,0,1,0,1,0,0
5070,F269252,1,0,1,1,0,0,1,0,1,0
5071,T482163,1,1,1,0,0,1,1,1,0,1
5072,Y497571,1,0,0,0,1,1,0,0,1,0
5073,Q983001,1,0,1,0,0,0,0,0,0,1
5074,K969763,1,0,1,1,0,0,0,1,1,0
5075,Q441224,1,1,1,0,0,0,0,1,1,0
5076,M492002,1,1,0,0,0,1,0,1,0,1
5077,O843903,1,0,1,0,0,1,1,1,1,0
5078,W571989,0,0,0,0,0,1,0,1,0,1
5079,X470641,1,0,1,1,1,0,1,1,0,1
5080,D949368,1,0,0,0,0,0,1,1,0,1
5081,J995473,1,0,1,0,1,1,0,0,1,0
5082,G527970,1,1,0,0,0,0,1,1,0,1
5083,K189437,1,0,1,0,1,0,0,1,1,0
5084,T691939,1,0,0,1,1,1,0,0,0,1
5085,V164385,1,1,0,1,0,1,0,1,0,0
5086,L151624,1,0,0,0,0,0,1,1,0,1
5087,O554244,1,0,1,1,0,1,1,0,0,1
5088,J671867,1,0,1,0,1,1,0,1,0,0
5089,M606037,1,0,0,0,1,0,1,0,0,1
5090,E715967,1,1,1,1,0,1,1,1,1,0
5091,Z264704,1,0,0,0,0,1,0,0,0,0
5092,C793481,1,0,1,0,0,1,1,1,0,0
5093,E66600,1,1,1,0,1,0,1,1,0,1
5094,N220947,1,1,1,0,1,1,1,0,1,0
5095,P730715,1,0,0,0,1,0,0,1,0,0
5096,M613995,1,1,0,1,0,0,0,1,0,1
5097,H676214,1,0,0,1,0,0,1,1,1,0
5098,R359792,1,1,1,0,1,0,1,1,0,0
5099,B18063,1,1,1,0,1,0,0,1,1,0
5100,Y943121,1,0,0,0,0,1,1,0,0,1
5101,C305571,1,1,0,1,0,0,0,0,0,0
5102,S775727,1,0,1,1,1,1,1,0,1,0
5103,I257803,1,0,1,1,1,1,0,1,0,1
5104,A695130,1,0,0,0,1,1,0,1,0,1
5105,R462414,0,1,0,0,0,0,0,1,0,1
5106,S242586,1,0,0,0,1,0,1,0,0,1
5107,Z184886,1,0,0,0,1,0,1,0,1,0
5108,R290249,1,0,1,0,1,1,0,0,1,0
5109,T679323,1,1,0,1,0,0,1,1,1,0
5110,Q734676,1,1,1,1,0,0,1,1,0,1
5111,A758129,1,0,0,1,0,1,0,1,0,1
5112,U328101,1,0,1,0,1,1,0,0,1,0
5113,S524938,0,0,1,0,0,1,0,1,0,1
5114,P986012,1,0,1,0,0,1,1,1,0,1
5115,D504035,1,0,0,0,1,1,1,1,1,0
5116,S150511,1,0,1,0,1,0,0,0,0,0
5117,E473040,1,0,1,0,1,0,0,1,1,0
5118,C812291,1,0,1,1,0,1,0,1,0,0
5119,B680094,1,0,1,0,1,0,0,1,1,0
5120,N724112,1,1,0,0,0,0,1,1,0,1
5121,P865655,1,0,0,0,1,0,0,1,0,1
5122,M876427,1,0,1,1,1,1,1,1,1,0
5123,G538504,1,1,1,1,1,0,0,1,1,0
5124,Z174876,0,0,0,0,0,1,0,0,0,1
5125,V113628,1,0,0,0,0,0,1,0,1,0
5126,A488962,1,0,0,1,0,1,0,0,0,1
5127,D336318,1,0,0,0,1,1,0,1,0,1
5128,F251167,0,0,0,1,1,0,0,1,0,1
5129,F843369,1,0,0,0,1,0,0,1,0,0
5130,L165090,1,1,1,0,0,1,0,1,0,1
5131,T994784,1,0,0,1,1,1,1,1,1,0
5132,I534222,1,1,1,0,0,1,0,1,0,1
5133,X88676,1,0,0,0,1,0,1,1,1,0
5134,E572839,0,0,1,1,1,0,0,1,1,0
5135,L690894,0,0,0,0,1,1,1,1,0,1
5136,K76164,1,1,0,1,1,0,0,1,0,0
5137,R54030,1,0,1,1,0,1,0,0,0,0
5138,O667890,1,1,1,0,0,1,1,1,1,0
5139,E184998,1,1,0,0,0,1,1,0,0,1
5140,U592707,1,0,1,0,0,1,1,0,0,1
5141,F444091,1,1,1,0,0,1,1,1,1,0
5142,I984061,1,0,0,0,1,0,0,1,1,0
5143,K155403,1,1,1,0,0,1,0,1,1,0
5144,W353625,1,1,0,0,0,0,0,0,0,1
5145,P222819,1,1,0,1,1,1,0,1,0,1
5146,Q420912,1,0,0,0,1,0,0,0,1,0
5147,R893008,1,1,0,0,1,0,0,1,0,1
5148,P513067,1,0,0,0,1,1,0,1,1,0
5149,G678901,1,0,1,0,0,1,0,1,0,1
5150,T273384,1,1,0,1,1,1,1,0,0,1
5151,K421794,1,1,0,0,1,0,1,0,0,1
5152,I100591,1,0,1,0,1,0,0,0,0,1
5153,V491724,1,1,1,0,1,0,1,1,0,1
5154,O385010,1,0,0,1,1,1,0,1,0,1
5155,L684749,1,0,0,1,0,0,1,1,0,0
5156,M691219,1,0,1,0,0,1,1,0,0,1
5157,A199560,0,1,1,0,1,1,1,1,1,0
5158,J131977,1,1,0,0,0,1,1,1,0,1
5159,S740983,1,0,0,1,0,0,0,1,1,0
5160,L772835,1,0,0,0,0,1,1,0,1,0
5161,A696580,1,0,0,0,0,0,1,1,1,0
5162,X136619,1,0,1,0,1,0,1,1,1,0
5163,C991909,1,0,0,1,0,0,1,0,1,0
5164,D93867,1,0,0,1,0,1,1,1,1,0
5165,P00575,1,0,1,1,0,1,0,0,0,1
5166,S582524,1,0,0,1,0,1,0,1,1,0
5167,J460770,1,0,1,1,1,1,0,0,0,1
5168,O864643,1,0,1,1,0,0,1,1,1,0
5169,R726035,1,0,0,1,0,0,0,1,0,1
5170,Z723082,1,1,0,0,0,1,0,0,1,0
5171,E391117,1,1,0,0,1,0,1,0,0,0
5172,G631493,1,0,1,0,1,0,0,0,1,0
5173,L386634,1,0,0,0,0,1,1,1,0,1
5174,F769164,1,0,0,0,0,1,0,1,1,0
5175,Y401519,1,1,1,1,0,0,0,1,0,1
5176,P377979,0,1,1,1,1,0,0,1,0,1
5177,X660416,0,0,1,0,0,1,1,1,0,1
5178,Q91207,0,0,1,0,0,1,1,1,0,1
5179,C503358,1,0,0,0,1,0,0,0,0,1
5180,T618453,1,1,0,0,0,0,1,1,0,0
5181,I101991,0,1,1,0,1,0,1,1,0,0
5182,N164335,1,0,0,0,0,0,1,1,1,0
5183,J752461,1,0,1,0,0,1,0,0,1,0
5184,O142235,1,0,0,0,0,1,0,0,0,0
5185,F790515,1,0,1,0,0,1,1,0,0,0
5186,Z392922,1,0,1,0,1,0,1,1,0,1
5187,P976608,1,1,1,0,1,1,0,0,1,0
5188,J586278,0,0,1,0,1,0,0,1,1,0
5189,F434625,1,0,0,1,1,1,1,1,0,0
5190,M100162,1,0,0,1,1,0,0,1,0,1
5191,H604389,1,0,1,1,1,1,1,1,0,1
5192,R685505,1,0,0,0,0,0,1,0,0,1
5193,T230963,1,1,0,0,0,1,1,0,1,0
5194,B514157,0,0,1,0,1,1,1,1,0,0
5195,H545752,1,0,1,1,1,1,1,1,0,0
5196,V922935,1,0,1,1,0,1,1,1,0,0
5197,X336307,1,0,0,1,0,1,1,1,0,1
5198,C92877,1,0,1,0,1,1,1,1,1,0
5199,Y700584,0,0,0,1,1,1,1,0,1,0
5200,N682283,0,0,0,1,0,0,1,0,1,0
5201,P609333,1,0,0,1,1,0,1,0,0,1
5202,H634606,1,0,1,0,1,0,0,0,0,1
5203,U422627,1,0,0,1,1,0,1,1,0,1
5204,F969613,1,0,0,0,0,0,0,1,0,0
5205,E383758,0,0,0,0,0,0,1,0,1,0
5206,T783228,1,1,1,0,0,0,1,1,0,0
5207,A25662,1,0,1,0,1,0,1,0,0,0
5208,P310809,1,0,1,1,1,1,0,1,0,0
5209,X100642,1,0,0,1,0,0,0,0,0,0
5210,K573794,1,0,0,1,1,1,1,1,0,1
5211,G642581,1,0,1,0,0,0,1,0,1,0
5212,Y669083,1,1,1,1,0,1,1,1,0,1
5213,R299073,1,1,0,0,0,0,0,1,0,1
5214,V92166,1,0,0,0,1,1,0,1,0,1
5215,A163731,1,0,1,0,0,0,0,1,0,1
5216,H42526,1,0,1,0,1,0,1,0,0,1
5217,V285978,1,0,1,0,0,0,1,1,0,1
5218,Q768350,1,1,1,0,0,1,1,1,0,1
5219,A642624,1,1,1,0,1,0,0,1,0,1
5220,D402096,1,0,1,1,1,0,0,1,0,0
