,Age,Children,Churn,Contacts,DeviceProtection,Email,Fiber Optic,Income,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Male,Married,MonthlyCharge,Multiple,Never Married,Nonbinary,One year,OnlineBackup,OnlineSecurity,Outage_sec_perweek,PaperlessBilling,Phone,Port_modem,Separated,StreamingMovies,StreamingTV,Tablet,TechSupport,Techie,Tenure,Two Year,Widowed,Yearly_equip_failure,Bandwidth_GB_Year
5417,23,0,0,1,0,12,0,12587.71,5,5,3,2,3,4,5,4,0,1,164.9715,1,0,0,1,0,1,8.21878,1,1,1,0,0,1,0,1,0,57.77873,0,0,0,5579.15458
5418,83,1,0,0,0,19,0,18470.36,5,5,5,4,2,4,3,4,0,0,187.6422,0,0,0,0,0,0,14.89325,0,1,0,0,1,1,0,1,0,65.04247,0,1,0,5709.211479
5419,65,0,0,3,0,15,1,34869.71,2,2,3,4,4,2,3,1,1,0,144.9607,1,0,0,0,0,0,10.62745,0,1,1,1,0,0,0,0,0,66.09752,1,0,0,5516.527396
5420,26,3,0,1,0,5,0,55959.96,5,4,4,4,4,4,4,4,1,0,117.4835,0,0,0,0,0,1,6.266123,1,1,1,0,1,0,0,0,0,53.82378,0,0,0,4893.99719
5421,84,4,0,3,1,11,1,15431.03,4,4,5,3,3,4,2,3,1,0,194.9699,0,0,0,0,1,0,13.93978,0,0,1,0,1,0,0,1,0,45.54189,0,1,0,4164.277154
5422,52,0,0,0,0,14,0,11609.43,4,3,3,3,4,4,5,4,0,0,79.97886,0,0,0,0,0,0,10.20567,0,1,1,0,0,0,0,0,0,53.17302,0,1,1,4345.907298
5423,29,1,0,2,1,11,1,87107.32,5,5,4,4,4,4,4,3,0,0,162.4713,0,0,0,0,0,0,8.49259,1,1,1,0,0,1,0,1,1,61.50313,1,0,1,5419.934519
5424,63,1,0,1,1,12,1,32521.54,3,3,3,4,3,4,4,4,0,0,227.4754,1,0,0,1,1,0,8.387455,1,1,0,1,1,0,0,1,0,64.61766,0,0,0,5693.466496
5425,81,0,0,0,1,13,0,55565.75,3,4,5,3,4,4,3,4,0,1,152.5104,1,0,0,0,0,1,7.200426,0,1,1,0,0,0,0,1,1,65.52605,0,0,0,5913.125552
5426,67,3,1,1,0,5,1,43915.77,4,4,4,4,2,3,4,5,1,1,210.127,0,0,0,0,0,1,9.413829,0,1,0,0,1,1,0,0,0,61.96091,0,0,1,5688.676981
5427,80,1,0,1,0,6,1,30844.7,2,3,3,3,4,2,3,3,1,0,192.4567,1,0,0,0,0,0,6.324142,0,1,0,0,1,0,0,1,0,66.9628,0,1,1,5733.035422
5428,75,0,0,2,0,6,0,60136.7,3,3,2,3,2,4,3,4,1,0,220.1149,1,0,0,0,0,0,8.938938,1,1,1,1,1,1,1,0,1,60.91354,1,0,0,5894.516764
5429,76,0,0,1,0,11,1,53468.72,4,4,4,3,3,2,3,3,0,0,112.4551,0,0,1,0,0,0,11.24818,1,1,0,0,0,0,0,0,0,71.52256,1,1,1,5766.913605
5430,39,1,0,2,0,10,0,64799.95,3,2,3,3,4,3,3,3,1,0,197.6288,0,0,0,0,1,0,10.57648,0,1,0,1,1,1,0,0,0,67.39149,0,0,0,6182.666346
5431,60,0,0,0,0,6,0,111892.6,2,2,3,4,3,3,3,3,0,0,142.4689,0,1,0,0,0,1,13.33737,0,1,1,0,1,0,0,1,0,57.31946,0,0,1,5312.129835
5432,89,1,0,1,0,10,1,84596.35,2,2,3,2,4,3,3,2,0,1,124.9643,0,0,0,1,0,0,8.402222,0,1,0,0,0,0,1,1,0,71.93473,0,0,0,5796.999774
5433,79,0,0,0,0,15,0,72320.92,3,4,3,4,4,3,4,3,1,0,132.466,0,0,0,1,0,1,13.06288,1,1,0,0,0,1,1,1,0,68.64996,0,0,1,6261.419372
5434,63,1,0,1,0,13,0,35704.68,5,4,5,4,4,4,5,4,0,0,149.9707,0,1,0,1,1,0,12.13201,1,1,0,0,1,0,0,1,0,60.18407,0,0,0,5173.091219
5435,57,1,0,2,0,11,1,16649.73,3,3,4,3,4,3,1,4,0,0,127.482,0,1,0,0,0,1,6.824724,0,1,0,0,0,0,1,1,0,58.32931,1,0,0,4862.320826
5436,22,2,0,0,1,20,1,22393.09,2,3,2,3,5,2,1,3,1,0,275.1336,1,0,0,0,1,0,8.116704,0,1,1,0,1,1,0,0,0,50.05258,1,1,0,5005.571485
5437,47,0,0,0,0,14,0,42617.19,3,3,3,5,3,2,3,4,0,0,114.9838,0,0,0,0,1,0,8.850749,1,0,1,0,0,0,1,1,0,65.44764,0,0,0,5466.37029
5438,41,1,0,0,0,12,0,25656.47,2,3,4,3,4,3,2,4,1,0,172.4404,1,1,0,0,1,0,10.77254,0,1,1,0,0,1,1,0,0,68.65945,0,0,0,6503.984053
5439,59,1,0,1,1,10,0,113028.1,3,3,2,2,4,3,3,4,1,0,129.9915,0,0,0,0,1,1,11.3049,1,1,0,0,0,0,0,0,0,52.79234,1,0,1,5072.66967
5440,68,1,0,1,1,8,0,75171.75,5,4,5,4,5,4,4,5,0,0,177.4945,1,1,0,0,0,1,5.960738,1,1,0,0,0,1,0,1,0,62.59338,0,0,0,5942.048606
5441,63,9,0,0,1,17,1,52391.66,5,4,3,3,4,3,5,3,0,1,179.9794,1,0,0,0,1,0,3.362308,0,1,1,0,0,0,1,0,0,69.53443,0,0,0,6178.61031
5442,40,3,0,0,0,14,1,31780.88,3,4,2,3,2,4,4,4,1,0,169.9447,1,0,0,0,0,0,7.779367,1,1,1,0,0,1,0,0,0,49.96921,0,0,0,4529.909678
5443,47,1,0,1,0,8,0,62285.3,3,4,2,5,2,5,4,6,1,0,104.9643,0,0,0,0,0,0,6.657385,1,1,0,0,0,0,0,1,0,70.78918,0,0,0,6336.618694
5444,25,1,0,0,0,11,1,27052.82,2,3,3,5,4,3,3,2,1,0,147.4421,0,0,0,1,0,0,12.05531,1,1,0,0,1,0,0,0,1,57.74783,0,0,0,5082.031319
5445,61,2,0,1,1,14,1,23672.57,2,3,2,5,3,5,3,3,1,1,124.9781,0,0,0,0,0,0,15.46065,1,0,0,0,0,0,0,0,0,53.77634,1,0,0,4594.835502
5446,45,0,0,2,1,11,0,36084.05,4,3,4,3,5,4,4,4,1,1,142.4713,0,0,0,0,0,0,5.803708,1,1,0,0,0,1,0,1,0,53.34625,0,0,0,5128.882309
5447,83,0,0,1,1,11,1,54073.62,7,6,5,3,5,5,3,5,0,0,194.9768,1,0,0,0,0,0,11.16039,0,0,1,1,0,1,0,1,1,61.33997,0,0,0,5270.685618
5448,59,0,0,2,0,15,0,115405.2,4,6,4,3,4,4,3,5,0,0,232.652,1,1,0,0,1,1,10.65683,0,1,1,0,1,1,0,0,0,65.78,0,0,1,6054.367041
5449,70,0,0,1,1,7,0,9901.11,3,2,4,3,4,2,4,3,0,0,225.1457,0,0,0,1,1,1,9.49165,0,1,1,0,1,1,1,0,0,66.47606,0,1,1,6502.025208
5450,24,3,0,1,0,15,0,56591.47,2,3,3,2,5,2,2,2,1,0,162.4538,1,1,0,0,0,0,7.924796,1,1,1,0,0,1,0,1,0,65.83332,0,0,0,6300.056458
5451,60,9,0,1,1,11,1,10521.06,5,4,4,3,3,4,3,5,0,0,184.967,0,0,0,0,1,0,5.310665,0,1,1,0,0,1,1,1,0,65.04596,1,1,0,5948.856328
5452,38,1,0,0,0,6,1,44828.91,3,4,4,4,2,3,3,3,0,0,192.4404,1,0,0,0,1,0,8.501293,0,1,1,0,0,1,0,0,0,42.31228,0,1,1,3894.441976
5453,68,3,0,1,0,11,0,87243.94,3,3,3,4,4,4,5,6,0,0,169.9671,1,0,0,0,1,0,11.52485,0,0,1,0,1,0,0,0,0,38.28807,0,1,1,3491.783586
5454,37,1,0,1,1,19,0,44792.39,4,4,4,3,3,4,4,3,0,0,159.9942,1,0,0,0,0,0,8.625992,0,1,1,0,1,0,1,0,0,49.90782,0,0,1,4475.105272
5455,79,4,0,0,0,12,1,25315.11,3,3,3,4,2,3,4,2,1,0,172.4555,0,1,0,1,1,1,12.11202,1,1,1,0,1,0,1,0,1,52.00223,0,0,0,4695.750395
5456,81,2,0,2,0,11,0,56875.65,4,5,3,4,2,4,4,6,0,0,162.447,0,0,0,0,1,0,7.536421,0,1,0,0,1,0,0,1,0,69.51253,1,1,1,6322.708205
5457,89,0,0,1,0,17,1,27155.66,3,3,3,3,3,3,3,5,1,0,139.9568,0,0,0,0,0,1,16.4535,1,1,0,1,0,1,1,0,0,39.01296,1,0,1,3382.423508
5458,78,3,0,1,0,15,1,60256.74,5,5,5,3,5,5,3,5,0,1,275.1198,1,0,1,1,1,0,8.059137,1,1,1,0,1,1,1,1,0,55.26536,0,0,0,5112.939726
5459,66,6,1,0,1,8,1,18020.93,4,3,4,3,6,3,5,3,1,0,277.6513,1,1,0,0,1,1,9.609291,1,1,1,0,1,1,1,0,1,47.02878,0,0,1,4811.89025
5460,78,4,0,3,0,20,0,38792.69,3,4,3,4,4,3,3,4,0,1,162.447,0,0,0,0,1,0,9.050694,1,1,1,0,1,0,1,1,0,57.76017,1,0,0,5431.15051
5461,62,1,1,0,0,11,1,945.47,4,3,6,4,3,4,3,3,0,1,214.9525,1,0,0,0,1,0,8.314029,0,0,1,0,1,0,0,1,0,58.23726,0,0,0,5088.803181
5462,22,2,0,1,0,10,0,26451.48,3,2,3,3,4,2,1,3,1,0,119.9568,0,0,0,0,0,1,9.17938,1,1,0,0,0,1,0,0,0,70.4859,0,0,0,6655.981104
5463,57,1,0,2,0,16,1,36374.44,5,5,4,3,3,4,5,3,0,0,232.6228,0,0,0,0,1,1,9.099766,1,1,0,0,1,1,0,0,0,67.82145,0,1,0,6187.029956
5464,77,9,0,0,0,13,1,124735.8,4,5,4,5,3,4,3,4,1,0,265.1283,1,1,0,0,1,1,7.238898,0,0,0,0,1,1,0,0,0,53.04753,1,0,2,5276.196262
5465,54,0,0,0,0,9,1,22871.91,5,4,3,4,5,4,4,3,1,0,207.4673,1,0,0,0,1,1,9.241893,1,1,1,1,0,1,0,1,0,50.90725,1,0,0,4642.032276
5466,43,7,0,0,0,11,0,37989.78,5,4,4,3,4,4,3,2,1,0,164.9647,0,0,0,0,1,1,6.088598,0,1,1,1,1,0,0,1,0,68.90613,0,0,0,6709.021998
5467,85,1,0,0,1,9,0,36987.9,3,3,3,4,3,3,4,3,0,0,105.011,0,0,0,0,0,0,14.85701,0,1,0,1,0,0,1,1,0,48.20538,1,0,0,3950.92899
5468,75,2,0,0,0,14,1,29161.86,2,3,2,3,4,2,3,2,1,0,252.624,1,0,0,0,0,0,12.09365,1,1,1,1,1,1,0,1,0,65.26303,0,0,0,5903.302417
5469,51,1,0,1,1,10,0,87206.32,4,4,3,3,5,3,3,4,0,1,152.5022,0,0,0,0,1,1,12.65671,0,1,1,0,1,0,0,0,0,61.3125,0,0,0,5460.921432
5470,31,1,0,0,0,12,1,44761.66,2,3,3,4,3,4,3,3,1,0,137.4392,0,0,0,0,0,0,16.16919,0,1,0,0,0,1,0,0,1,60.25968,0,0,2,5269.076385
5471,70,0,0,2,1,13,0,23622.45,3,2,2,4,3,4,4,3,1,0,137.4836,1,0,0,0,0,0,6.335191,1,1,0,0,0,0,0,0,0,57.81554,1,0,6,5320.166858
5472,60,3,0,1,1,13,0,52354.35,3,4,4,3,5,2,4,2,1,1,130.0064,0,0,0,0,0,1,4.939062,1,1,1,0,1,0,1,0,0,67.8576,0,0,0,6017.570291
5473,34,2,0,1,0,16,0,34352.36,2,4,3,3,4,2,3,3,0,0,139.9875,1,0,0,0,0,1,7.470028,1,1,1,0,0,0,0,1,0,51.55857,0,0,0,4899.179172
5474,27,8,0,1,1,9,0,57922.83,4,3,3,4,4,3,3,2,1,0,184.9634,1,0,0,0,1,0,12.67625,0,1,0,0,0,1,1,0,0,66.10268,0,1,0,6641.027483
5475,60,2,0,1,1,9,1,51591.16,5,4,5,4,4,5,4,3,1,0,124.9781,0,0,0,0,0,0,15.17395,1,1,1,1,0,0,0,0,0,70.65651,1,0,0,5981.238779
5476,45,2,0,0,1,10,1,14253.48,5,4,5,5,2,6,5,3,1,0,242.6281,0,0,0,0,1,0,9.941965,1,1,1,1,1,1,0,0,1,59.23589,1,0,0,5610.672962
5477,21,3,0,0,1,11,0,14474.74,4,4,4,4,3,3,3,3,1,0,200.1323,0,0,0,0,0,0,15.72313,0,1,0,1,1,1,0,0,0,68.1383,0,0,1,6769.093084
5478,76,7,0,1,1,13,1,81311.64,4,4,3,4,1,3,4,5,1,0,152.4798,0,0,0,0,0,1,13.93608,1,1,1,0,0,1,0,0,0,59.27489,1,0,0,5385.903276
5479,71,0,0,1,1,12,0,13044.82,4,4,6,5,3,3,5,2,1,0,139.9816,0,0,0,0,1,0,13.76037,0,1,0,0,0,1,1,0,0,63.59925,0,1,0,5559.919752
5480,46,1,0,2,0,10,0,24925.09,4,4,4,4,4,4,4,4,1,0,182.4433,1,0,0,1,1,0,10.20264,0,1,1,1,1,0,0,0,0,54.13164,0,0,0,5296.312677
5481,31,0,0,0,1,10,0,28229.96,3,2,5,2,4,2,2,2,0,0,92.5018,0,0,0,1,0,0,8.910387,1,1,0,0,0,0,0,0,0,49.8342,0,1,1,4226.329148
5482,57,4,0,3,0,12,1,28554.11,4,4,3,5,3,4,3,2,1,0,114.9728,0,0,0,0,0,1,9.52118,1,1,1,0,0,0,0,0,0,67.31834,0,0,0,5769.179556
5483,75,2,0,1,0,11,1,7503.93,4,4,3,3,3,3,3,3,0,0,232.6228,0,0,0,0,1,1,12.05761,1,1,1,1,1,1,1,0,0,50.33619,0,0,0,4726.095224
5484,85,3,0,0,1,14,1,104931.3,4,5,4,1,5,6,4,6,1,0,275.1336,1,1,0,0,1,0,7.620545,1,1,0,0,1,1,0,0,0,43.77028,1,0,0,4315.04425
5485,34,6,0,0,0,12,0,15548.43,4,4,3,4,3,4,4,4,1,0,124.9607,1,0,0,1,0,0,10.80098,0,1,1,1,0,0,0,0,1,62.5003,0,0,1,5921.61952
5486,52,3,0,3,0,16,1,39800.89,3,3,1,2,3,3,2,3,0,0,192.4404,1,1,0,0,1,0,14.37339,0,1,0,0,0,1,1,0,0,38.54459,0,0,0,3601.393455
5487,79,0,0,0,1,16,1,23513.42,3,2,3,3,4,3,3,4,0,0,149.9621,0,1,0,0,0,0,11.21728,1,1,0,0,0,1,0,0,0,59.51288,0,0,0,5057.818142
5488,79,3,0,1,0,13,0,60196.97,4,4,4,3,3,4,5,4,1,0,184.9496,1,1,0,0,1,0,8.320959,0,1,1,0,0,1,1,1,0,53.46837,1,0,1,5200.564235
5489,25,1,0,0,1,13,1,30352.63,3,4,3,5,4,3,4,3,1,1,192.4705,1,0,0,0,0,0,9.34142,0,0,1,0,1,0,0,0,0,67.2235,0,0,0,6015.544544
5490,61,0,0,1,0,15,1,60511.95,5,4,4,5,4,5,4,5,0,1,137.4392,0,0,0,0,0,0,12.13357,1,1,1,0,0,1,1,0,0,62.16298,1,0,0,5248.831273
5491,75,3,0,2,1,14,1,21198.04,4,4,3,4,1,4,4,4,1,0,252.6378,1,0,0,0,0,0,15.29214,0,1,1,1,1,1,0,0,0,55.90679,1,0,1,5248.280009
5492,32,2,0,0,1,17,0,11981.69,2,2,3,3,6,3,3,5,0,0,162.4676,1,1,0,0,0,0,10.51434,1,1,0,0,0,1,0,0,0,68.37005,0,0,0,6484.666128
5493,35,1,0,0,1,12,1,36965.48,4,3,3,3,3,3,4,3,1,0,182.4608,0,0,0,0,1,0,10.02068,1,1,1,1,1,0,1,0,0,63.04335,0,0,1,5662.285046
5494,62,3,0,2,0,10,0,38139.38,3,3,4,3,5,3,3,4,1,0,210.1563,1,0,0,0,0,1,12.64941,1,1,1,0,1,1,0,0,0,62.90729,0,0,0,5854.565694
5495,39,0,0,0,1,17,0,46605.04,4,4,4,4,3,4,4,3,1,0,160.0122,1,0,0,0,1,0,4.815435,0,1,0,0,0,0,0,1,0,63.42204,1,0,0,5566.008454
5496,24,1,0,1,0,11,0,43152.51,3,3,3,5,3,6,4,3,1,0,94.97283,0,0,0,0,0,1,10.96828,1,1,0,0,0,0,1,0,0,68.74532,1,0,0,6315.438306
5497,20,1,1,3,1,14,0,64212.33,3,3,5,4,3,3,3,4,1,0,174.9699,0,0,0,0,1,0,12.25402,1,1,1,0,1,0,0,1,0,49.30275,0,0,0,5003.406744
5498,78,4,0,0,0,14,1,12958.97,4,3,3,3,4,4,3,3,0,0,220.1185,0,0,0,0,0,0,13.15864,1,1,0,0,1,1,0,1,0,70.72564,0,0,1,6283.625527
5499,30,0,0,1,1,19,0,25702.76,4,4,3,6,3,5,5,3,0,1,139.965,0,0,0,0,0,0,3.143798,1,1,0,0,1,0,0,0,0,52.16336,0,0,0,4993.628447
5500,87,0,0,2,0,18,0,57937.88,4,4,2,4,2,5,3,5,0,0,150.007,1,0,0,0,1,1,10.13562,1,1,0,1,0,0,0,1,0,65.52904,1,0,0,5489.048081
5501,39,1,0,2,1,11,0,44565.15,3,3,2,1,5,3,3,3,1,0,139.9979,0,0,0,0,0,0,8.432151,1,1,0,1,1,0,0,1,0,65.33592,0,0,0,5747.351224
5502,64,0,0,1,1,12,1,30466.06,3,4,3,3,3,5,4,4,0,1,242.6281,0,0,0,0,1,0,8.669616,0,0,0,0,1,1,1,0,0,68.96904,0,0,0,6237.268861
5503,34,0,0,0,1,11,0,18848.82,3,4,3,3,3,4,3,4,0,0,159.9942,1,0,0,0,0,0,10.31104,1,1,0,0,1,0,0,0,0,48.03427,0,1,1,4300.642039
5504,40,0,0,1,0,14,1,9389.63,3,4,3,3,3,4,4,6,1,1,265.1283,1,0,0,0,1,1,12.15902,1,1,0,0,1,1,1,0,0,61.38844,0,0,0,5803.879938
5505,61,3,0,0,1,7,1,50676.79,4,4,3,2,5,5,4,4,0,0,187.4847,0,0,0,0,1,1,14.47735,1,1,0,0,0,1,0,1,0,45.6394,0,1,0,4245.941407
5506,79,5,0,2,0,12,1,13663.98,2,4,3,3,4,3,4,4,0,1,152.466,0,0,0,1,0,1,12.57414,0,1,1,0,0,1,0,1,0,64.45957,0,0,1,5611.443086
5507,25,0,0,2,0,14,0,51295.85,2,2,3,4,2,2,4,3,0,1,107.482,0,0,0,0,0,1,4.289739,0,1,1,0,0,0,1,1,0,57.08448,0,0,0,5247.947941
5508,81,3,0,1,1,8,0,28986.88,3,3,3,1,5,3,3,3,0,0,149.9913,1,1,0,0,0,0,13.7377,0,1,0,0,0,1,1,0,1,71.44192,0,0,0,6193.00568
5509,85,3,0,2,1,10,0,67319.03,3,3,3,3,4,2,3,3,0,0,137.4836,1,1,0,1,0,0,7.197183,1,1,1,0,0,0,1,0,0,57.37827,0,0,1,5245.226834
5510,69,1,0,1,1,9,0,38343.18,5,5,5,2,4,3,2,3,1,0,174.9768,1,1,0,0,0,0,13.03,1,1,1,0,0,1,0,1,0,63.96491,0,0,0,6023.00098
5511,60,6,0,3,1,11,1,3308.31,3,3,3,3,5,2,3,5,1,0,184.967,0,0,0,0,1,0,9.696143,1,0,1,0,0,1,0,1,1,62.11401,0,1,0,5663.31815
5512,19,6,0,3,1,13,0,28887.1,4,4,4,2,5,2,3,3,1,0,130.0244,0,0,0,0,1,1,13.04317,1,1,1,0,0,0,1,1,0,48.49962,0,1,1,4596.831004
5513,64,0,0,3,0,13,1,16836.27,3,4,3,5,3,4,4,3,0,0,169.9447,1,1,0,0,0,0,6.238726,1,1,0,0,0,1,0,0,0,55.0447,0,0,0,4727.689294
5514,28,4,0,0,1,10,0,67999.24,4,1,3,3,4,2,2,2,0,1,127.525,1,0,0,0,0,1,8.564499,1,0,1,0,0,0,1,0,0,67.19559,0,0,0,5929.012302
5515,80,0,0,0,0,16,0,3328.23,5,4,5,3,4,4,4,4,1,0,232.624,1,0,0,0,0,0,14.90964,0,1,0,1,1,1,0,1,0,52.03938,1,0,1,5155.317217
5516,55,1,0,1,1,10,1,47824.43,5,4,4,3,3,4,4,4,1,0,174.9755,0,1,0,0,1,1,4.446464,1,1,1,0,0,1,0,0,0,62.40564,0,0,0,5620.564008
5517,33,7,0,2,0,12,0,82263.4,2,3,3,4,3,3,4,3,1,0,129.9778,0,0,0,1,1,1,10.6619,0,1,0,0,0,0,0,1,0,57.49209,0,0,0,5646.886372
5518,74,3,1,3,1,11,1,22610.64,4,6,4,4,3,4,4,4,1,0,275.1336,1,1,0,0,1,0,10.04493,1,1,0,0,1,1,0,0,0,67.16512,0,0,0,6268.031469
5519,34,2,0,1,1,13,1,30369.33,5,3,3,2,3,3,3,5,1,1,124.9781,0,0,0,0,0,0,8.580033,0,1,1,0,0,0,0,0,0,56.9918,0,0,0,4946.826952
5520,70,0,1,3,1,15,0,9416.77,3,3,3,2,4,4,3,5,1,0,232.6378,1,0,0,0,0,0,11.68265,1,0,1,1,1,1,1,0,0,62.85596,0,0,0,6155.213641
5521,40,2,0,2,1,8,1,116303.0,3,3,3,3,4,4,4,1,0,0,162.4827,0,0,0,0,0,1,13.00405,1,1,0,0,1,0,1,0,0,53.22972,1,0,0,4771.495872
5522,81,3,0,1,1,11,0,29516.52,3,4,3,3,4,4,3,3,1,0,117.4872,0,1,0,0,0,0,4.071444,0,0,1,0,0,0,0,1,1,67.11808,1,0,2,6071.058616
5523,45,2,0,2,0,11,1,60915.52,5,5,4,3,3,5,6,4,0,0,172.4555,0,0,0,0,1,1,9.039072,1,1,1,1,1,0,1,0,0,62.01898,0,0,1,5484.119427
5524,50,4,0,3,0,12,1,69785.23,4,4,4,4,3,4,4,4,1,0,207.6094,0,0,0,0,0,0,14.24574,1,1,0,0,1,1,1,0,0,64.8122,0,0,2,5933.623643
5525,34,4,1,2,0,9,0,8316.09,2,2,3,3,4,2,2,2,0,0,242.6106,1,1,0,0,1,0,15.17632,1,1,1,0,1,1,1,0,0,64.26152,0,0,0,6473.341815
5526,50,0,0,1,0,6,1,13238.2,5,3,3,4,2,4,5,5,1,0,207.6094,0,0,0,0,0,0,12.39145,0,1,0,0,1,1,1,0,0,68.68481,0,1,0,6127.79877
5527,87,0,0,1,0,14,1,34209.19,6,5,7,3,4,4,4,4,1,0,144.9607,1,1,0,0,0,0,6.413823,1,1,1,0,0,0,1,0,0,65.64814,1,0,0,5407.576321
5528,54,0,0,1,0,12,0,46724.11,5,4,5,3,4,4,6,4,0,0,137.4698,1,0,0,1,0,0,6.186245,0,1,1,1,0,0,0,1,1,68.85746,0,0,0,6114.267462
5529,26,2,0,0,0,18,1,44343.75,6,5,5,5,2,5,4,6,1,0,147.4601,0,1,0,0,1,0,9.817377,1,0,0,0,0,0,0,1,0,70.634,1,0,2,6104.035524
5530,71,8,0,2,1,13,0,55008.17,4,4,3,3,5,3,2,3,0,0,167.4847,0,0,0,1,1,1,10.26151,0,1,0,0,0,1,0,1,0,41.51958,0,0,1,4443.003488
5531,87,4,0,2,0,8,0,44669.47,3,4,2,2,3,3,4,3,1,0,152.4555,0,0,0,0,1,1,3.521663,0,1,1,1,1,0,1,0,0,58.64675,0,0,0,5627.453779
5532,73,0,0,1,1,11,1,22773.12,4,4,3,3,2,4,5,4,1,0,197.4876,0,1,0,0,1,1,7.184528,0,1,0,0,1,0,0,1,0,58.52603,1,0,1,5216.298758
5533,69,1,0,2,0,11,1,16185.46,3,3,3,5,3,4,3,4,1,0,137.4392,0,0,0,0,0,0,12.0769,1,1,0,1,0,1,1,0,0,69.78436,0,0,0,5924.920176
5534,70,1,0,0,1,11,1,77445.52,3,3,3,3,3,3,5,2,0,0,160.0013,1,0,0,0,0,1,5.725979,1,1,0,0,0,0,0,0,0,57.81671,1,1,0,4930.470975
5535,22,0,0,1,1,10,1,96339.25,3,3,4,6,3,3,2,3,1,1,140.0049,0,0,0,0,0,1,10.17641,1,1,0,0,0,0,1,1,1,56.54286,1,0,0,4967.342093
5536,49,2,0,0,1,13,0,27386.18,3,4,3,3,2,3,3,4,0,0,197.5169,1,1,0,0,1,1,11.69753,0,1,1,0,1,0,0,1,1,65.41235,0,0,0,5910.47033
5537,28,1,0,0,0,12,0,18033.25,3,3,5,3,4,3,3,2,0,0,127.4421,0,0,0,0,0,0,7.337078,0,1,1,1,1,0,1,0,0,66.63528,0,0,1,6131.622551
5538,79,0,0,2,0,6,0,38096.62,4,2,4,4,3,3,4,3,1,1,117.4835,0,0,0,0,0,1,9.709458,0,1,1,0,1,0,0,0,0,66.17528,0,0,0,5639.931173
5539,46,2,0,1,1,12,0,54079.21,3,3,2,4,5,2,3,3,0,1,125.0073,1,0,0,0,0,0,7.362249,0,1,0,0,0,0,0,0,0,59.6877,0,0,0,5118.044271
5540,51,0,0,1,1,11,1,54776.36,2,3,2,4,2,3,3,4,1,0,162.4827,0,0,0,0,0,1,9.295079,1,1,1,0,1,0,0,0,0,60.83302,0,0,1,5379.145841
5541,76,0,1,2,0,12,1,27666.82,4,4,3,3,3,3,4,3,0,0,232.6228,0,1,0,0,1,1,8.180153,1,1,0,0,1,1,1,0,0,52.41441,0,0,0,4831.531789
5542,75,0,0,0,0,10,1,14788.19,3,3,3,2,5,2,3,3,0,1,149.9778,0,0,0,0,1,1,14.82937,0,1,1,0,0,0,1,1,0,71.08539,1,0,1,5911.716831
5543,80,1,0,1,1,17,0,50705.77,2,3,4,5,3,3,3,3,0,0,184.9963,1,0,0,0,1,0,12.9098,1,1,1,0,0,1,0,1,0,45.18454,0,0,0,4081.555041
5544,51,1,0,3,0,9,0,5871.1,4,2,4,4,4,3,4,3,1,0,127.475,0,1,0,0,0,0,4.141424,1,1,1,0,1,0,1,1,1,64.16494,0,0,0,5526.91472
5545,71,0,0,1,0,12,0,94076.08,2,2,3,3,4,3,3,3,0,0,162.4653,1,0,0,0,0,1,7.605146,0,0,0,0,1,0,1,0,0,44.81075,1,1,1,4318.755591
5546,73,2,0,0,1,12,1,23553.3,3,4,4,1,5,5,3,3,1,0,124.9781,0,0,0,1,0,0,9.146769,0,1,1,0,0,0,0,0,0,60.9767,0,1,1,5145.473955
5547,66,1,0,0,0,11,0,44541.99,2,3,2,3,3,3,2,5,1,0,119.9897,0,0,0,0,0,1,9.06755,0,1,1,0,0,1,1,1,0,51.32084,0,1,0,4501.420909
5548,78,2,0,0,1,12,0,43747.73,4,3,3,3,3,3,3,3,0,0,194.9992,1,0,0,0,1,0,11.47664,1,1,1,0,1,0,0,1,0,66.91612,0,1,0,5863.402923
5549,47,3,0,0,0,9,0,35696.39,4,3,3,1,5,2,2,5,0,1,159.9642,1,0,0,0,1,0,17.38034,0,1,0,0,0,1,0,0,0,47.4558,0,0,0,4347.952465
5550,85,1,0,1,0,16,1,18273.34,4,2,2,4,3,4,3,4,1,0,222.6362,0,0,0,0,0,1,10.19528,1,1,0,1,1,1,0,1,0,65.73734,1,0,0,5881.848209
5551,52,1,0,2,0,11,1,41329.2,3,2,2,2,4,2,2,3,0,0,149.9483,0,0,0,1,0,0,5.217412,1,1,1,0,0,1,0,1,0,59.01535,0,1,0,5055.536874
5552,29,2,0,2,1,14,1,80683.44,4,3,3,2,5,3,2,5,1,0,172.4579,0,0,0,1,1,0,11.77618,1,1,1,0,0,1,1,0,0,58.60767,0,0,0,5350.192494
5553,49,0,0,0,0,12,0,131647.5,4,5,5,3,5,4,4,4,1,1,162.447,0,0,0,0,1,0,9.740724,1,1,0,0,1,0,1,1,0,61.38199,0,0,0,5782.142746
5554,49,2,0,1,0,12,0,20541.47,4,4,2,3,5,2,4,3,0,0,132.466,0,0,0,0,0,1,9.699018,1,1,1,0,0,1,0,1,0,48.35393,0,0,0,4711.28064
5555,37,1,0,1,1,9,0,12125.2,3,4,4,3,4,3,3,4,1,0,152.5022,0,0,0,1,1,1,2.864423,1,1,1,1,1,0,1,0,0,71.9076,0,0,0,6457.248707
